employee_id,name,age,salary,join_date,department,gender,country,city,weight_kg,is_active,review,price,target
16647,Diana L.,27,82719.0,2023-01-08,HR,Female,United States,Dhaka,107.8,False,Delivery was fast and packaging great.,12.82,0
15559,Frank I.,59,54120.0,2016-11-12,Marketing,Male,United States,Sylhet,86.8,True,Good value for money.,23.4,0
3079,Diana V.,51,67808.0,2011-01-05,Finance,Female,United States,Rajshahi,87.5,True,"Excellent product, highly recommend!",256.64,0
14769,Grace F.,30,31633.0,2014-10-29,Sales,Female,United States,Dhaka,125.0,True,No Review,12.14,0
9145,Ira D.,33,165339.5,2014-04-13,Finance,Male,United States,Sylhet,80.8,True,Product met all expectations.,91.95,0
17580,Hasan K.,48,99603.0,2012-04-19,Engineering,Female,United Kingdom,Dhaka,53.3,True,"Excellent product, highly recommend!",291.26,0
6415,Frank H.,38,75126.0,2021-05-19,Engineering,Female,Bangladesh,Sylhet,122.1,True,Very satisfied with the quality.,348.92,0
810,Alice P.,46,59694.0,2017-06-30,HR,Female,United States,Rajshahi,81.3,False,"Excellent product, highly recommend!",312.02,0
16448,Charlie B.,42,66436.0,2016-07-05,Sales,Male,United States,Sylhet,66.6,False,No Review,233.19,0
1086,Alice C.,31,59968.0,2020-11-30,Sales,Female,Bangladesh,Chittagong,80.7,False,Very satisfied with the quality.,199.48,0
6531,Bob F.,42,91144.0,2019-09-03,HR,Male,United Kingdom,Rajshahi,108.0,False,Would buy again without hesitation.,447.06,0
10370,Hasan O.,51,51892.0,2015-07-01,Finance,Male,Bangladesh,Dhaka,84.8,True,Would buy again without hesitation.,215.78,0
8958,Hasan I.,58,84282.0,2019-08-07,Marketing,Female,Bangladesh,Rajshahi,46.6,True,Good value for money.,346.34,0
1604,Alice X.,52,119673.0,2014-08-09,Finance,Male,Bangladesh,Dhaka,102.5,True,"Excellent product, highly recommend!",272.79,0
12452,Bob G.,27,96205.0,2011-05-26,Finance,Female,United States,Khulna,90.3,True,"Excellent product, highly recommend!",250.1,0
17277,Diana E.,42,103459.0,2016-01-20,Finance,Male,United States,Sylhet,75.1,True,"Excellent product, highly recommend!",492.76,0
436,Charlie S.,29,54295.0,2020-08-27,Marketing,Male,United States,Chittagong,75.9,False,Product met all expectations.,265.25,0
4712,Ira D.,44,32663.0,2019-01-30,Finance,Female,United States,Sylhet,58.0,True,Product met all expectations.,100.27,0
10956,Bob V.,42,43710.0,2015-05-19,HR,Female,Bangladesh,Khulna,100.7,True,Very satisfied with the quality.,244.79,0
18315,John T.,28,63469.0,2015-12-14,Engineering,Female,United States,Dhaka,125.3,False,No Review,30.9,0
18915,Bob Y.,20,61398.0,2019-03-30,Sales,Female,United States,Chittagong,110.8,True,Product met all expectations.,313.33,0
13899,Charlie O.,42,118396.0,2017-10-13,Engineering,Female,Bangladesh,Dhaka,126.0,True,"Excellent product, highly recommend!",77.66,1
3744,Bob P.,52,119209.0,2019-08-22,HR,Male,Bangladesh,Khulna,49.2,False,"Excellent product, highly recommend!",347.27,0
7489,Ira S.,34,43933.0,2014-06-27,Sales,Female,United States,Dhaka,109.1,False,Would buy again without hesitation.,403.36,0
5247,Charlie P.,56,64346.0,2012-06-01,Marketing,Female,Bangladesh,Dhaka,88.8,True,No Review,83.56,0
1855,Ira K.,40,40989.0,2013-01-30,Engineering,Female,United States,Sylhet,76.2,True,Good value for money.,281.02,0
1806,Grace C.,42,40291.0,2023-11-14,Finance,Female,United States,Rajshahi,64.5,False,Product met all expectations.,164.16,0
19823,Ira P.,20,108757.0,2017-11-14,HR,Male,United States,Chittagong,112.9,True,Good value for money.,250.1,0
1122,Diana L.,22,107326.0,2020-05-21,Engineering,Female,United Kingdom,Khulna,110.0,True,Very satisfied with the quality.,159.56,1
16953,Bob R.,61,88158.0,2010-03-21,HR,Female,United States,Dhaka,85.8,True,Would buy again without hesitation.,476.28,0
7819,Bob G.,63,35712.0,2010-08-03,HR,Male,United States,Dhaka,108.1,False,Delivery was fast and packaging great.,246.11,0
13404,Charlie U.,42,81474.0,2013-12-02,HR,Female,United States,Chittagong,62.6,True,"Excellent product, highly recommend!",52.61,0
12345,Ira R.,40,60088.0,2024-03-12,Finance,Male,United States,Rajshahi,55.3,False,Good value for money.,421.37,0
6766,Charlie J.,63,47000.0,2018-04-10,Engineering,Female,Bangladesh,Dhaka,86.0,False,Product met all expectations.,289.47,0
10885,Alice F.,63,89431.0,2010-11-18,Finance,Female,United States,Sylhet,64.9,False,"Excellent product, highly recommend!",42.55,0
17511,Bob N.,45,102069.0,2022-03-08,HR,Male,United Kingdom,Chittagong,111.8,True,Would buy again without hesitation.,333.06,0
11704,Bob I.,42,74086.0,2017-06-30,Engineering,Male,Bangladesh,Khulna,72.3,False,"Excellent product, highly recommend!",277.82,0
3783,Diana G.,53,111865.0,2019-10-08,Marketing,Male,United States,Chittagong,104.4,False,Very satisfied with the quality.,147.77,0
